date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:18	15716/15716	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:51%20GMT	https://themefox.online/archtera/plan.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/plan.html	(from https://themefox.online/archtera/)
19:01:19	3067/3067	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:57%20GMT	https://themefox.online/archtera/404-page.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/404-page.html	(from https://themefox.online/archtera/)
19:01:20	14190/14190	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:46%20GMT	https://themefox.online/archtera/typography.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/typography.html	(from https://themefox.online/archtera/)
19:01:22	13867/13867	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:54%20GMT	https://themefox.online/archtera/buttons.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/buttons.html	(from https://themefox.online/archtera/)
19:01:23	36482/36482	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:56%20GMT	https://themefox.online/archtera/accordions-tabs.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/accordions-tabs.html	(from https://themefox.online/archtera/)
19:01:25	16214/16214	---M-Z	200	added ('OK')	text/html	date:Sat,%2006%20Jun%202020%2009:10:09%20GMT	https://themefox.online/archtera/forms.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/forms.html	(from https://themefox.online/archtera/)
19:01:26	23165/23165	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:47%20GMT	https://themefox.online/archtera/tables.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/tables.html	(from https://themefox.online/archtera/)
19:01:31	9688/9688	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:31%20GMT	https://themefox.online/archtera/assets/img/service-ico-1.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/service-ico-1.png	(from https://themefox.online/archtera/)
19:01:32	711925/711925	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:42%20GMT	https://themefox.online/archtera/assets/img/slider-1.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/slider-1.jpg	(from https://themefox.online/archtera/)
19:01:33	13002/13002	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:34%20GMT	https://themefox.online/archtera/assets/img/service-ico-2.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/service-ico-2.png	(from https://themefox.online/archtera/)
19:01:34	622396/622396	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:45%20GMT	https://themefox.online/archtera/assets/img/slider-2.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/slider-2.jpg	(from https://themefox.online/archtera/)
19:01:35	11228/11228	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:37%20GMT	https://themefox.online/archtera/assets/img/service-ico-3.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/service-ico-3.png	(from https://themefox.online/archtera/)
19:01:38	138238/138238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:02%20GMT	https://themefox.online/archtera/assets/img/works/1-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/1-thump.jpg	(from https://themefox.online/archtera/)
19:01:38	16766/16766	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:50%20GMT	https://themefox.online/archtera/portfolio-single.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/portfolio-single.html	(from https://themefox.online/archtera/)
19:01:44	160134/160134	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:09%20GMT	https://themefox.online/archtera/assets/img/works/2-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/2-thump.jpg	(from https://themefox.online/archtera/)
19:01:47	1300347/1300347	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:06%20GMT	https://themefox.online/archtera/assets/img/works/1.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/1.jpg	(from https://themefox.online/archtera/)
19:01:50	120546/120546	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:15%20GMT	https://themefox.online/archtera/assets/img/works/3-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/3-thump.jpg	(from https://themefox.online/archtera/)
19:01:55	115101/115101	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:21%20GMT	https://themefox.online/archtera/assets/img/works/4-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/4-thump.jpg	(from https://themefox.online/archtera/)
19:01:55	1319712/1319712	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:13%20GMT	https://themefox.online/archtera/assets/img/works/2.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/2.jpg	(from https://themefox.online/archtera/)
19:01:58	1032588/1032588	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:19%20GMT	https://themefox.online/archtera/assets/img/works/3.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/3.jpg	(from https://themefox.online/archtera/)
19:01:59	119092/119092	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:23%20GMT	https://themefox.online/archtera/assets/img/works/5-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/5-thump.jpg	(from https://themefox.online/archtera/)
19:02:03	104050/104050	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:29%20GMT	https://themefox.online/archtera/assets/img/works/6-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/6-thump.jpg	(from https://themefox.online/archtera/)
19:02:06	924537/924537	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:28%20GMT	https://themefox.online/archtera/assets/img/works/5.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/5.jpg	(from https://themefox.online/archtera/)
19:02:08	86750/86750	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:34%20GMT	https://themefox.online/archtera/assets/img/works/7-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/7-thump.jpg	(from https://themefox.online/archtera/)
19:02:09	984985/984985	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:27%20GMT	https://themefox.online/archtera/assets/img/works/4.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/4.jpg	(from https://themefox.online/archtera/)
19:02:10	847591/847591	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:32%20GMT	https://themefox.online/archtera/assets/img/works/6.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/6.jpg	(from https://themefox.online/archtera/)
19:02:13	96658/96658	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:35%20GMT	https://themefox.online/archtera/assets/img/works/8-thump.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/8-thump.jpg	(from https://themefox.online/archtera/)
19:02:15	1627/1627	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:21%20GMT	https://themefox.online/archtera/assets/img/medal.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/medal.svg	(from https://themefox.online/archtera/)
19:02:15	682581/682581	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:55%20GMT	https://themefox.online/archtera/assets/img/works/7.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/7.jpg	(from https://themefox.online/archtera/)
19:02:17	539/539	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:16%20GMT	https://themefox.online/archtera/assets/img/flag.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/flag.svg	(from https://themefox.online/archtera/)
19:02:18	1350/1350	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:17%20GMT	https://themefox.online/archtera/assets/img/hands.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/hands.svg	(from https://themefox.online/archtera/)
19:02:18	787704/787704	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:13:07%20GMT	https://themefox.online/archtera/assets/img/works/8.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/8.jpg	(from https://themefox.online/archtera/)
19:02:21	78468/78468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:47%20GMT	https://themefox.online/archtera/assets/img/user-img-1.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/user-img-1.jpg	(from https://themefox.online/archtera/)
19:02:24	73974/73974	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:49%20GMT	https://themefox.online/archtera/assets/img/user-img-2.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/user-img-2.jpg	(from https://themefox.online/archtera/)
19:02:26	73425/73425	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:51%20GMT	https://themefox.online/archtera/assets/img/user-img-3.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/user-img-3.jpg	(from https://themefox.online/archtera/)
19:02:34	14689/14689	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:06%20GMT	https://themefox.online/archtera/assets/img/clients-temp.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/clients-temp.png	(from https://themefox.online/archtera/)
19:02:35	2209/2209	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:19%20GMT	https://themefox.online/archtera/assets/img/logo-light.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/logo-light.svg	(from https://themefox.online/archtera/)
19:02:37	13977/13977	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:48%20GMT	https://themefox.online/archtera/privacy-policy.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/privacy-policy.html	(from https://themefox.online/archtera/)
19:02:39	13795/13795	---M-Z	200	added ('OK')	text/html	date:Mon,%2001%20Jun%202020%2015:09:47%20GMT	https://themefox.online/archtera/terms-conditions.html	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/terms-conditions.html	(from https://themefox.online/archtera/)
19:02:40	400/400	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:22%20GMT	https://themefox.online/archtera/assets/img/metro-mail.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/metro-mail.svg	(from https://themefox.online/archtera/)
19:02:52	6808/6808	---M--	200	added ('OK')	application/javascript	date:Sat,%2015%20Aug%202020%2016:45:44%20GMT	https://themefox.online/archtera/assets/js/script.js	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/js/script.js	(from https://themefox.online/archtera/)
19:02:53	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Aug%202020%2018:04:04%20GMT	https://themefox.online/archtera/assets/images/owl.video.play.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/images/owl.video.play.35.delayed	(from https://themefox.online/archtera/assets/css/style.min.css)
19:02:56	665104/665104	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20Jun%202020%2018:25:53%20GMT	https://themefox.online/archtera/assets/js/core.min.js	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/js/core.min.js	(from https://themefox.online/archtera/)
19:03:02	229712/229712	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jun%202020%2015:10:24%20GMT	https://themefox.online/archtera/assets/fonts/boxicons.eot	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/boxicons.eot	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:04	81388/81388	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jun%202020%2015:10:28%20GMT	https://themefox.online/archtera/assets/fonts/boxicons.woff2	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/boxicons.woff2	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:07	229620/229620	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jun%202020%2015:10:29%20GMT	https://themefox.online/archtera/assets/fonts/boxicons.woff	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/boxicons.woff	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:09	229544/229544	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jun%202020%2015:10:26%20GMT	https://themefox.online/archtera/assets/fonts/boxicons.ttf	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/boxicons.ttf	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jun%202020%2015:10:30%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfontd41d.eot	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:18	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2001%20Jun%202020%2015:10:30%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfont3e6e.eot	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:19	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2001%20Jun%202020%2015:10:39%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:22	816268/816268	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:10:26%20GMT	https://themefox.online/archtera/assets/fonts/boxicons.svg?	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/boxiconsd41d.svg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:23	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2001%20Jun%202020%2015:10:38%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfont3e6e.woff	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:25	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2001%20Jun%202020%2015:10:35%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:27	14580/14580	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:27%20GMT	https://themefox.online/archtera/assets/img/select-drop-dark.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/select-drop-dark.png	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:29	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:10:36%20GMT	https://themefox.online/archtera/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/fonts/fontawesome-webfont3e6e.svg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:35	1092028/1092028	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:14%20GMT	https://themefox.online/archtera/assets/img/counter-bg.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/counter-bg.jpg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:41	184042/184042	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:10:44%20GMT	https://themefox.online/archtera/assets/img/about.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/about.jpg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:46	778347/778347	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:10:51%20GMT	https://themefox.online/archtera/assets/img/bg-1.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/bg-1.jpg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:46	2098809/2098809	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:52%20GMT	https://themefox.online/archtera/assets/img/404-1.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/404-1.jpg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:47	15230/15230	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jun%202020%2015:11:30%20GMT	https://themefox.online/archtera/assets/img/serive-icon-bg.png	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/serive-icon-bg.png	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:49	980/980	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2001%20Jun%202020%2015:11:09%20GMT	https://themefox.online/archtera/assets/img/contact-icon.svg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/contact-icon.svg	(from https://themefox.online/archtera/assets/css/style.min.css)
19:03:53	112260/112260	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:11:53%20GMT	https://themefox.online/archtera/assets/img/user-img-4.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/user-img-4.jpg	(from https://themefox.online/archtera/aboutus.html)
19:03:59	164226/164226	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:12:57%20GMT	https://themefox.online/archtera/assets/img/works/project-single-big.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/works/project-single-big.jpg	(from https://themefox.online/archtera/portfolio-single.html)
19:04:02	650966/650966	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jun%202020%2015:10:57%20GMT	https://themefox.online/archtera/assets/img/bg-pagehead.jpg	C:/My%20Web%20Sites/talent%20image/themefox.online/archtera/assets/img/bg-pagehead.jpg	(from https://themefox.online/archtera/assets/css/style.min.css)
